genus,1210-MG,1211-MG,1212-MG,1213-MG,1214-MG,1215-MG,1216-MG,1217-MG,551-MG,552-MG,553-MG,554-MG,555-MG,556-MG,557-MG,900-MG,901-MG,902-MG,903-MG,904-MG,905-MG,906-MG,907-MG,total,superkingdom,kingdom,phylum,class,order,family,tax
Ramicandelaber,2,2,3,2,2,0,3,9,1,6,3,1,1,5,0,3,0,0,0,2,7,11,6,69,Eukaryota,Fungi,Zoopagomycota,Zoopagomycota_Incertae_sedis,Ramicandelaberales,Ramicandelaberaceae,Eukaryota;Fungi;Zoopagomycota;Zoopagomycota_Incertae_sedis;Ramicandelaberales;Ramicandelaberaceae;Ramicandelaber
Mitsuaria,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,9,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Mitsuaria
Konateibacter,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Konateibacter
Chiayiivirga,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Chiayiivirga
Lacunisphaera,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bacteria,none,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Bacteria;none;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Lacunisphaera
Roseivirga,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,Bacteria,none,Bacteroidota,Cytophagia,Cytophagales,Roseivirgaceae,Bacteria;none;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
Piscinibacter,0,0,0,0,1,0,0,2,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,9,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Piscinibacter
Pseudacidobacterium,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,Bacteria,none,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Bacteria;none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Pseudacidobacterium
Occallatibacter,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,Bacteria,none,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Bacteria;none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Occallatibacter
Anaerolinea,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Bacteria;none;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea
Oceanibaculum,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassobaculaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae;Oceanibaculum
Propionispira,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Bacteria;none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Propionispira
Veillonella,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Bacteria;none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella
Asprobacter,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Asprobacter
Methyloterrigena,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Methyloterrigena
Planococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,8,Bacteria,none,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus
Eggerthella,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Bacteria;none;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella
Sporichthya,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Actinobacteria,Actinomycetia,Sporichthyales,Sporichthyaceae,Bacteria;none;Actinobacteria;Actinomycetia;Sporichthyales;Sporichthyaceae;Sporichthya
Cobetia,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Cobetia
Arenibaculum,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Arenibaculum
Flaviaesturariibacter,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Bacteria;none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter
Roseisolibacter,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Bacteria;none;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter
Methylibium,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Methylibium
Denitratimonas,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Denitratimonas
Albitalea,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Albitalea
Gordonia,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Bacteria;none;Actinobacteria;Actinomycetia;Corynebacteriales;Gordoniaceae;Gordonia
Galbitalea,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Galbitalea
Aquipuribacter,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Aquipuribacter
Rhodanobacter,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter
Dyella,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dyella
Phocaeicola,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola
Paracraurococcus,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Paracraurococcus
Thorsellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Thorselliaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Thorselliaceae;Thorsellia
Chelatococcus,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Chelatococcaceae;Chelatococcus
Wangella,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Wangella
Rhizobacter,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_Incertae_sedis,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Rhizobacter
Geodermatophilus,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Bacteria;none;Actinobacteria;Actinomycetia;Geodermatophilales;Geodermatophilaceae;Geodermatophilus
Pirellulimonas,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bacteria;none;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Pirellulimonas
Agrobacterium,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium
Lacipirellula,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bacteria;none;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Lacipirellula
Lawsonella,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Actinobacteria,Actinomycetia,Corynebacteriales,Lawsonellaceae,Bacteria;none;Actinobacteria;Actinomycetia;Corynebacteriales;Lawsonellaceae;Lawsonella
Phytohabitans,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Phytohabitans
Stigmatella,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella
Acetivibrio,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,7,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio
Niveitalea,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Bacteria;none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Niveitalea
Mediterraneibacter,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter
Caenimonas,0,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas
Anaerocolumna,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerocolumna
Lentimicrobium,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Lentimicrobiaceae,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Lentimicrobiaceae;Lentimicrobium
Fulvivirga,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Bacteria;none;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Fulvivirga
Caenibius,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Caenibius
Planomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium
Patulibacter,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Bacteria;none;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter
Xylophilus,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_Incertae_sedis,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Xylophilus
Antarcticibacterium,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Antarcticibacterium
Mannheimia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Bacteria,none,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia
Aneurinibacillus,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus
Caldimonas,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas
Congobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Congobacterium
Garicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Garicola
Limnohabitans,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans
Modestobacter,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,none,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Bacteria;none;Actinobacteria;Actinomycetia;Geodermatophilales;Geodermatophilaceae;Modestobacter
Eubacterium,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium
Lentihominibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Lentihominibacter
Sinanaerobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Sinanaerobacter
Petroclostridium,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Petroclostridium
Neofamilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales_Incertae_sedis,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Neofamilia
Ciceribacter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ciceribacter
Chthoniobacter,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Bacteria;none;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter
Bartonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella
Geofilum,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Bacteria;none;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Geofilum
Afifella,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Afifellaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Afifellaceae;Afifella
Intestinibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,5,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Intestinibacter
Niastella,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,Bacteria,none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Bacteria;none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella
Luminiphilus,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Luminiphilus
Minicystis,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_Incertae_sedis,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcales_Incertae_sedis;Minicystis
Tepidisphaera,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Bacteria;none;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera
Thermobaculum,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,Bacteria,none,Chloroflexi,Chloroflexi_Incertae_sedis,Chloroflexi_Incertae_sedis_Incertae_sedis,Chloroflexi_Incertae_sedis_Incertae_sedis_Incertae_sedis,Bacteria;none;Chloroflexi;Chloroflexi_Incertae_sedis;Chloroflexi_Incertae_sedis_Incertae_sedis;Chloroflexi_Incertae_sedis_Incertae_sedis_Incertae_sedis;Thermobaculum
Negativibacillus,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Firmicutes,Firmicutes_Incertae_sedis,Firmicutes_Incertae_sedis_Incertae_sedis,Firmicutes_Incertae_sedis_Incertae_sedis_Incertae_sedis,Bacteria;none;Firmicutes;Firmicutes_Incertae_sedis;Firmicutes_Incertae_sedis_Incertae_sedis;Firmicutes_Incertae_sedis_Incertae_sedis_Incertae_sedis;Negativibacillus
Salicibibacter,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salicibibacter
Jahnella,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella
Chryseobacterium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Taibaiella,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Bacteria;none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Taibaiella
Geopsychrobacter,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geopsychrobacter
Nitrolancea,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,Bacteria,none,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Bacteria;none;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Nitrolancea
Oceanibacterium,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Oceanibacterium
Mucilaginibacter,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,none,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Bacteria;none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter
Brevibacterium,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium
Amphibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Amphibacillus
Luedemannella,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,none,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Luedemannella
